 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390283e+003,-1.725061e+003,-1.666294e+003, 0.000000e+000, 3.164943e+002,-8.366294e+001,-1.465313e+002
 5.000000e-005, 3.390511e+003,-1.669569e+003,-1.721786e+003, 3.684206e-007, 3.168660e+002,-7.993437e+001,-1.506187e+002
 1.000000e-004, 3.424066e+003,-1.642974e+003,-1.786451e+003, 0.000000e+000, 3.148021e+002,-7.419341e+001,-1.539945e+002
 1.500000e-004, 3.445919e+003,-1.613605e+003,-1.848955e+003, 0.000000e+000, 3.086888e+002,-6.460818e+001,-1.561029e+002
 2.000000e-004, 3.441314e+003,-1.556524e+003,-1.904649e+003, 0.000000e+000, 3.009364e+002,-5.316032e+001,-1.574613e+002
 2.500000e-004, 3.442749e+003,-1.505502e+003,-1.959871e+003, 0.000000e+000, 2.927589e+002,-4.123726e+001,-1.584703e+002
 3.000000e-004, 3.436669e+003,-1.447971e+003,-2.012336e+003, 0.000000e+000, 2.840942e+002,-2.880094e+001,-1.592549e+002
 3.500000e-004, 3.436085e+003,-1.395387e+003,-2.066187e+003, 0.000000e+000, 2.749174e+002,-1.589097e+001,-1.598123e+002
 4.000000e-004, 3.431018e+003,-1.339824e+003,-2.117938e+003, 0.000000e+000, 2.649998e+002,-2.312178e+000,-1.600930e+002
 4.500000e-004, 3.427537e+003,-1.285551e+003,-2.170719e+003, 0.000000e+000, 2.543767e+002, 1.188149e+001,-1.600693e+002
 5.000000e-004, 3.421892e+003,-1.230700e+003,-2.221931e+003, 0.000000e+000, 2.429274e+002, 2.679480e+001,-1.596751e+002
 5.500000e-004, 3.415114e+003,-1.174422e+003,-2.273380e+003, 0.000000e+000, 2.307151e+002, 4.234673e+001,-1.588958e+002
 6.000000e-004, 3.407369e+003,-1.119160e+003,-2.323893e+003, 0.000000e+000, 2.177230e+002, 5.856072e+001,-1.576716e+002
