 Time         , Voltage      , Voltage      , Voltage      , Current      , Current      , Current      , Current      
 Second       , SBUS A       , SBUS B       , SBUS C       , HXX004       , SBUS A       , SBUS B       , SBUS C       
              ,              ,              ,              , HXX010       , 25   A       , 25   B       , 25   C       
 0.000000e+000, 3.390266e+003,-1.725064e+003,-1.666297e+003, 0.000000e+000, 3.166640e+002,-8.365547e+001,-1.465242e+002
 5.000000e-005, 3.390495e+003,-1.669572e+003,-1.721789e+003, 3.684206e-007, 3.170377e+002,-7.992657e+001,-1.506113e+002
 1.000000e-004, 3.424233e+003,-1.642984e+003,-1.786439e+003, 0.000000e+000, 3.149634e+002,-7.418480e+001,-1.539877e+002
 1.500000e-004, 3.445876e+003,-1.613601e+003,-1.848960e+003, 0.000000e+000, 3.088415e+002,-6.459921e+001,-1.560966e+002
 2.000000e-004, 3.441319e+003,-1.556526e+003,-1.904648e+003, 0.000000e+000, 3.010915e+002,-5.315147e+001,-1.574547e+002
 2.500000e-004, 3.442731e+003,-1.505497e+003,-1.959869e+003, 0.000000e+000, 2.929147e+002,-4.122862e+001,-1.584640e+002
 3.000000e-004, 3.436622e+003,-1.447971e+003,-2.012339e+003, 0.000000e+000, 2.842542e+002,-2.879270e+001,-1.592485e+002
 3.500000e-004, 3.436100e+003,-1.395382e+003,-2.066179e+003, 0.000000e+000, 2.750793e+002,-1.588311e+001,-1.598062e+002
 4.000000e-004, 3.430942e+003,-1.339820e+003,-2.117943e+003, 0.000000e+000, 2.651655e+002,-2.304920e+000,-1.600871e+002
 4.500000e-004, 3.427561e+003,-1.285548e+003,-2.170709e+003, 0.000000e+000, 2.545456e+002, 1.188825e+001,-1.600637e+002
 5.000000e-004, 3.421808e+003,-1.230692e+003,-2.221935e+003, 0.000000e+000, 2.431001e+002, 2.680078e+001,-1.596700e+002
 5.500000e-004, 3.415127e+003,-1.174421e+003,-2.273370e+003, 0.000000e+000, 2.308924e+002, 4.235212e+001,-1.588911e+002
 6.000000e-004, 3.407288e+003,-1.119149e+003,-2.323893e+003, 0.000000e+000, 2.179046e+002, 5.856525e+001,-1.576675e+002
